ID,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth
6303,91820,0,0,72,410,73,747,76,161,30,0,5,5,12,1
11176,65968,0,1,12,376,9,83,19,4,4,2,5,4,7,3
2986,30772,1,1,89,7,2,4,2,1,4,1,1,0,2,6
7462,22507,0,0,67,68,0,226,51,157,68,3,10,2,4,9
3900,65685,0,1,54,642,14,49,0,7,57,1,9,2,9,5
7034,25804,1,0,34,8,7,9,13,6,12,2,2,0,3,8
9493,76412,0,0,15,840,53,804,23,71,17,1,5,4,8,3
1143,22063,1,0,43,7,10,13,3,11,11,2,2,0,3,7
1,57091,0,0,0,464,5,64,7,0,37,1,7,3,7,5
3855,22419,0,0,74,30,3,47,19,21,42,1,3,2,2,8
5536,87771,0,1,61,1492,38,287,50,57,33,1,5,10,4,6
5989,78353,0,1,51,752,122,476,39,153,34,1,10,2,11,8
9499,93404,1,2,97,1279,15,287,20,0,15,3,3,4,7,5
6768,37859,1,2,75,22,1,8,2,1,2,2,1,0,3,8
2150,80995,0,1,83,860,28,409,73,56,56,1,8,9,4,4
6646,16529,1,0,23,3,0,5,13,0,1,1,1,0,3,6
4887,55412,1,1,65,10,5,28,11,1,8,1,2,0,3,5
8560,48789,0,0,94,351,16,156,7,5,145,1,6,4,7,6
3321,56575,0,2,42,421,5,90,0,16,10,3,7,3,7,5
11003,25130,1,0,10,2,5,7,0,18,18,2,2,0,3,7
10402,35441,1,1,94,25,1,9,2,1,1,2,1,0,3,8
9904,71391,0,1,50,336,123,274,46,123,141,5,6,5,12,3
6141,49494,1,0,46,191,9,97,0,6,82,2,6,1,5,7
5687,81702,0,0,98,563,50,774,28,31,187,1,7,7,12,3
10856,45889,0,1,42,31,0,6,0,1,8,1,1,0,3,6
5121,56628,0,1,30,479,5,82,7,17,171,2,7,6,5,5
4186,34026,1,1,11,18,6,15,12,8,17,3,2,1,3,5
368,40049,0,1,61,91,65,52,10,44,28,3,3,2,6,5
3312,34176,1,0,12,5,7,24,19,14,20,4,3,0,4,6
11121,19419,1,0,76,2,14,28,16,3,7,4,4,0,3,9
5332,82504,0,0,2,362,50,431,134,35,54,1,3,6,7,1
5848,81205,0,0,43,724,74,929,97,55,130,1,5,6,7,2
10343,61618,0,0,27,605,91,399,0,45,205,2,3,6,8,3
5935,55284,0,1,60,547,7,140,0,7,63,3,7,5,8,5
2895,49980,0,1,79,104,1,54,13,9,14,2,3,1,5,5
10262,15072,2,0,96,8,2,15,0,10,18,4,3,1,3,5
7848,49166,0,1,17,224,2,25,7,0,110,2,5,3,3,6
9477,65324,0,1,0,384,0,102,21,32,5,3,6,2,9,4
4856,82347,0,0,38,556,54,845,202,133,63,1,7,7,10,3
7186,30843,1,1,43,24,0,2,0,0,9,2,1,1,2,5
5794,46374,0,1,1,408,0,21,0,0,17,3,7,1,7,8
1456,60474,0,1,25,265,199,303,234,9,170,7,10,2,12,7
4877,38576,0,1,2,34,0,7,0,0,0,1,1,0,3,7
425,55357,2,0,66,374,64,116,84,25,64,3,6,2,11,5
3007,37758,1,1,49,27,2,10,0,0,1,2,1,0,3,8
1031,85710,0,0,5,600,20,350,29,30,33,1,6,9,10,2
4297,23228,1,0,71,13,2,18,6,1,0,2,2,0,3,8
807,44602,1,1,35,167,2,89,0,0,34,6,6,1,4,8
9553,7500,0,0,94,0,2,3,4,1,5,1,0,0,3,6
4271,38683,1,0,80,46,35,69,84,41,66,6,4,1,6,7
4120,49514,1,0,61,88,39,78,58,13,93,2,6,1,4,7
2036,57906,0,1,29,243,11,119,10,3,15,3,4,2,8,4
115,43456,0,1,0,275,11,68,25,7,7,3,5,1,8,5
4259,19485,2,0,80,6,0,4,0,0,0,1,1,0,2,7
8687,53172,0,1,54,121,62,90,68,20,125,3,2,3,8,3
2447,30545,1,0,71,4,12,15,19,7,12,2,2,0,3,7
10140,70123,0,0,27,1308,0,396,23,0,0,1,5,7,4,3
9353,62450,0,1,61,515,47,267,62,66,38,2,5,5,4,3
3623,21675,1,0,55,4,0,16,17,4,4,3,4,0,3,7
738,42395,1,1,35,48,13,57,24,15,25,4,3,1,4,7
7631,61346,1,0,34,562,58,168,43,16,142,1,5,7,10,3
4789,80812,0,0,95,769,22,500,210,143,33,1,4,8,5,2
773,42835,1,1,64,379,4,93,12,9,98,7,6,6,4,6
10602,39922,1,0,30,29,12,59,19,1,36,2,3,0,4,8
1446,86424,0,0,12,387,68,569,89,45,68,1,6,9,12,1
3270,17117,1,0,96,12,23,38,30,18,7,4,3,1,3,9
8443,24762,1,0,16,6,10,12,3,15,40,3,3,1,2,8
9653,35797,0,1,16,27,1,14,4,1,21,2,2,0,3,8
8916,36627,2,0,78,9,1,5,0,0,1,1,0,0,3,5
8017,51111,1,1,83,22,0,19,6,5,3,2,2,0,3,6
5830,86857,0,0,96,899,102,838,133,102,40,1,5,6,10,2
4597,82072,0,0,67,889,55,685,168,92,129,1,3,2,13,1
7023,46231,2,1,87,189,2,55,0,5,12,4,6,1,4,9
8086,42243,1,1,34,48,0,2,0,0,5,2,2,0,3,7
8825,51195,1,1,46,230,14,156,82,24,58,8,9,2,5,8
2930,68092,0,0,7,852,60,207,78,36,48,2,2,6,10,5
1928,31814,1,0,73,35,3,20,4,1,20,2,2,0,3,9
7108,51390,1,1,54,205,20,47,23,2,56,6,5,2,5,5
10925,76630,0,0,93,255,31,446,40,56,175,1,3,10,11,1
9960,26868,1,0,52,0,0,1,8,3,2,1,1,0,2,7
8800,48948,0,0,53,437,8,206,160,49,42,2,7,10,5,6
9224,55260,0,1,81,825,8,53,11,0,242,2,8,10,5,6
5519,64090,0,1,8,316,58,161,76,51,135,1,6,9,4,5
5046,78331,0,1,97,756,138,354,160,169,61,2,10,6,7,4
7037,37087,1,0,50,194,55,134,15,0,3,3,4,2,8,6
905,21846,1,0,38,7,17,18,6,10,26,4,4,0,3,8
8624,81320,0,0,61,183,33,493,59,103,57,1,4,3,10,2
8945,54137,0,1,46,171,0,11,0,1,20,2,4,1,4,6
6445,66825,0,0,73,243,101,405,29,40,40,1,4,5,6,2
2727,57100,0,0,19,181,21,69,39,3,96,1,3,3,6,3
6404,58917,1,2,10,151,7,89,0,7,28,5,4,1,6,5
11074,85072,0,0,94,494,92,391,194,11,241,1,3,4,10,0
10150,86429,0,0,10,464,28,873,29,18,37,0,7,4,7,2
1968,45684,1,0,37,5,1,5,10,0,7,1,1,0,2,7
6534,47889,1,0,94,29,0,29,0,5,4,1,2,0,3,5
9485,45921,0,0,23,102,9,49,24,3,12,1,2,1,6,4
7053,78420,0,0,75,604,28,674,91,28,28,1,3,10,8,1
4654,75114,0,0,40,571,12,523,63,60,24,1,3,10,5,2
9760,52278,0,1,24,953,0,71,0,0,174,6,10,5,10,8
1048,35641,1,0,11,63,3,67,8,9,28,2,3,1,4,7
10619,95529,0,0,29,770,29,890,250,27,24,1,7,3,7,3
9308,62820,0,0,51,398,61,265,138,61,53,1,3,4,6,1
10505,73113,0,0,86,741,19,154,50,9,28,1,3,4,7,2
8362,84169,0,0,9,1478,19,403,0,19,0,1,7,6,6,3
2625,42607,0,1,30,156,29,56,30,32,47,2,3,2,7,3
4637,74637,0,0,73,960,64,464,146,0,16,1,6,9,9,3
9972,46015,1,1,25,38,0,2,0,0,6,1,1,0,3,7
4483,72354,0,0,67,315,26,473,220,12,182,1,2,10,6,1
4487,39858,1,0,67,15,20,25,2,7,26,1,2,0,4,6
4988,34469,1,1,58,19,6,20,0,5,12,3,1,1,4,4
8931,83033,1,0,82,812,99,431,237,149,33,1,11,4,10,5
5871,24401,0,0,98,73,28,217,10,24,115,3,6,1,6,8
2008,77583,0,0,93,372,23,384,250,12,108,1,4,5,9,2
3139,74116,0,0,53,871,111,704,145,55,166,1,4,4,10,2
10037,74293,0,0,66,375,152,335,93,91,81,1,5,4,6,2
10673,68397,0,1,6,760,80,466,17,13,80,1,6,9,5,3
5303,79632,0,0,42,471,0,510,99,21,12,1,6,4,9,2
538,46107,1,0,78,31,9,27,16,9,33,1,1,1,4,3
7922,64950,0,1,29,819,0,72,12,0,63,2,11,2,10,7
5692,25443,1,0,82,1,4,3,8,9,7,1,1,0,3,8
4843,75127,0,0,92,203,35,305,46,17,227,1,2,11,5,1
6383,32892,1,0,78,26,0,15,2,1,2,2,3,0,3,8
1628,71796,0,0,54,354,21,311,167,75,32,1,9,3,4,4
1204,67536,0,1,45,1253,0,447,23,71,35,3,11,5,11,8
3673,55239,0,1,59,371,17,238,23,24,106,3,7,5,11,5
760,60554,1,0,8,588,7,76,110,15,15,2,8,4,9,6
8957,64831,1,1,51,480,86,249,75,86,144,8,6,3,5,6
4128,56067,0,1,51,517,12,54,16,6,120,2,7,4,7,5
6810,82025,0,0,76,267,98,606,48,70,98,1,3,2,6,1
5386,94384,0,0,62,1111,24,790,160,45,172,0,5,8,5,2
8700,14906,0,0,86,7,7,14,7,16,15,3,2,1,3,7
3202,51563,0,0,60,1166,0,48,0,0,36,1,4,4,10,8
1328,57937,0,1,56,261,42,144,55,48,133,3,4,4,9,3
8405,68274,1,1,83,135,25,51,23,25,46,2,4,2,5,3
6515,39771,1,0,92,6,2,18,2,8,14,1,2,0,3,4
2882,67893,0,1,31,711,28,142,49,18,47,2,3,2,9,8
7574,27922,1,0,80,11,0,13,2,4,11,1,2,0,3,4
6387,52190,1,1,39,42,0,17,0,0,18,3,2,1,3,5
5320,44051,1,1,20,79,7,58,6,3,18,4,3,1,4,6
5048,42767,2,0,53,20,6,43,19,5,38,1,3,1,2,8
8146,46106,1,1,84,30,0,8,2,0,14,1,1,1,2,6
10031,16927,1,1,50,20,2,23,3,1,4,5,3,0,4,8
5748,59754,0,1,96,115,27,44,4,146,139,3,5,2,6,5
2134,53700,0,1,94,263,5,233,69,41,83,4,5,5,8,5
1523,59041,1,1,25,69,2,15,2,2,6,2,2,0,4,5
9665,54237,0,1,48,267,3,30,4,0,57,4,5,2,5,6
4640,70647,0,1,65,561,85,171,25,123,114,2,4,7,13,2
3635,52597,0,1,69,492,0,37,7,0,42,3,6,3,8,5
3547,41021,1,0,12,14,7,9,6,16,12,2,2,0,3,6
2456,40233,0,1,84,80,4,46,0,17,2,5,2,1,5,6
5633,50183,1,1,47,97,12,84,13,10,15,7,3,1,6,5
7801,54753,0,1,87,197,107,227,7,59,131,3,5,2,11,4
10489,92955,0,0,35,693,21,925,31,24,84,1,6,7,9,2
7011,33471,1,0,47,43,2,27,0,9,12,3,3,0,4,7
2620,34596,1,0,48,14,0,2,0,0,7,1,1,0,2,8
3933,44010,1,0,46,186,36,234,86,72,48,6,10,2,6,9
10981,84219,0,0,27,434,137,400,45,137,45,1,3,4,10,1
1734,40706,2,1,37,59,0,11,4,2,5,4,3,0,4,7
10995,15716,1,0,8,16,5,30,8,7,26,3,3,0,4,8
6357,59052,0,1,29,230,35,75,63,57,31,3,7,1,7,5
9209,80573,0,0,85,829,138,430,60,92,15,1,4,6,13,2
10286,83715,0,0,2,318,8,407,150,35,8,1,2,8,13,0
2611,82576,0,0,66,1206,55,445,168,18,18,1,2,4,12,1
1600,56962,2,1,60,292,3,77,10,3,26,7,6,3,5,7
3308,35704,1,1,54,30,9,12,2,11,30,3,2,0,4,4
5407,53103,0,1,70,729,17,133,11,0,195,5,10,6,7,7
2166,46779,1,1,55,12,1,3,0,0,7,1,0,1,2,4
3955,4861,0,0,20,2,1,1,1,0,1,0,0,0,0,14
6634,33462,1,0,78,22,3,18,0,0,11,1,2,0,3,7
3056,63693,0,1,63,587,43,337,42,87,54,3,11,6,9,6
5718,80763,0,0,17,674,168,108,192,42,231,1,5,11,6,3
6872,65352,0,1,43,284,3,84,4,7,23,2,4,2,8,4
8164,82170,0,0,13,1023,93,651,49,55,37,1,5,6,7,2
4580,75759,0,0,46,1394,22,708,89,91,182,1,9,7,9,5
9305,79689,0,0,65,311,26,640,180,37,121,1,4,9,13,2
453,35340,1,1,1,27,0,12,0,1,5,2,2,0,3,5
8545,85683,0,0,6,1296,17,311,45,69,51,1,2,4,10,1
9850,24884,1,0,32,3,6,7,0,0,3,1,0,0,3,7
7378,42021,1,0,34,393,5,136,7,5,27,5,10,1,6,9
7646,64449,1,0,70,218,63,282,137,35,70,4,5,3,12,4
1640,64587,1,1,49,66,0,16,0,6,20,2,1,1,4,3
5184,34824,0,0,65,4,2,11,2,0,4,1,1,0,2,6
8492,75437,0,0,25,795,0,545,95,58,0,1,8,4,10,6
11188,26091,1,1,84,15,10,19,8,17,20,3,2,1,3,5
1212,52845,1,0,7,384,25,292,130,41,64,3,8,8,6,6
9097,46086,0,1,34,244,8,32,7,2,50,4,3,1,8,4
10473,78028,0,1,38,158,19,288,25,0,38,1,6,4,9,7
7962,95169,0,0,1,1285,21,449,106,20,20,1,4,3,4,1
9984,56337,1,1,25,349,16,144,28,5,182,5,8,5,4,8
5527,22434,1,0,25,4,12,11,3,13,15,2,2,0,3,8
6374,36930,0,1,50,223,2,31,0,2,39,5,5,2,4,8
7453,36130,0,1,46,157,43,127,68,56,37,6,3,8,4,4
8952,65569,0,1,96,397,46,288,20,38,70,2,6,5,10,3
241,83844,0,0,57,901,31,345,75,31,191,1,4,4,11,1
8975,19514,1,1,47,14,3,21,2,1,28,4,3,1,2,8
6119,36736,1,1,52,10,0,3,0,0,4,1,1,0,2,6
5236,77568,0,1,30,1230,0,396,232,178,158,1,10,2,8,5
5723,49187,0,1,63,81,1,31,2,1,0,1,1,1,5,2
1710,30168,1,0,51,154,20,66,0,12,27,7,6,1,4,9
1970,34053,0,1,14,63,0,21,7,0,12,1,3,0,3,8
5313,38196,1,1,20,30,0,11,0,0,3,3,2,0,4,5
10634,59412,0,0,56,90,67,165,30,43,11,1,4,2,8,3
7010,70924,0,0,41,635,114,254,132,152,76,1,6,6,7,3
8562,54165,0,0,72,127,4,73,15,6,11,1,2,1,7,2
3158,32300,1,0,1,13,3,6,6,5,6,1,1,0,3,8
4436,20180,0,0,27,18,42,24,15,20,18,1,2,1,4,7
5287,34961,1,0,77,45,2,26,4,1,1,3,3,1,3,7
2445,28440,1,0,87,38,1,24,0,0,0,1,2,0,3,8
6059,64504,1,2,81,986,36,168,16,0,108,7,11,3,4,7
4550,33564,0,1,51,61,0,3,0,0,7,1,1,1,3,5
4240,17345,1,0,79,4,9,16,17,0,12,2,2,1,2,8
8911,56320,0,1,11,201,53,172,116,77,83,3,5,4,9,4
3706,28647,1,0,54,19,8,29,0,12,26,1,2,2,2,7
3628,15038,1,0,93,4,8,11,19,12,26,2,2,1,2,9
10175,32173,0,1,0,18,0,2,0,0,2,1,1,0,3,4
8985,68316,0,1,54,806,80,161,120,11,33,5,10,7,10,6
5204,74538,0,0,21,380,98,733,110,112,28,1,8,8,5,3
9220,91700,0,0,58,576,172,961,125,115,19,1,8,6,5,3
9888,68695,0,0,3,458,81,356,106,50,40,1,4,4,7,2
5263,31056,1,0,99,5,10,13,3,8,16,1,1,0,3,8
1020,79593,0,0,70,350,60,568,110,133,145,1,5,6,7,2
9503,28071,0,0,65,39,33,130,41,26,44,2,5,1,5,8
10613,37334,1,1,44,26,1,16,2,2,15,4,3,0,4,4
67,46423,1,1,6,68,0,16,0,0,8,3,2,0,4,7
6019,37126,1,0,9,45,3,9,4,4,7,1,1,2,2,6
5863,47703,0,1,95,359,0,134,13,26,123,4,6,3,8,5
3717,61180,0,1,70,403,24,29,6,24,218,2,5,5,6,3
6730,38998,1,1,92,34,1,14,0,0,5,3,2,0,3,8
10749,8028,0,0,62,73,18,66,7,12,2,15,0,1,0,19
4998,76081,0,0,85,292,30,415,63,33,200,1,4,5,4,2
6287,34728,1,0,2,14,0,16,0,0,6,1,1,1,2,6
5985,33168,0,1,0,80,1,37,0,1,3,3,2,1,4,7
4754,33585,0,1,91,30,11,33,13,6,29,1,2,0,4,4
4002,77037,0,1,3,463,96,333,168,53,10,1,7,7,12,3
8870,35196,1,0,68,75,12,141,43,39,187,6,6,1,5,8
966,44529,0,1,98,538,13,91,17,6,26,6,6,2,11,5
4767,70924,0,0,41,635,114,254,132,152,76,1,6,6,7,3
9725,28764,1,1,16,8,0,3,0,0,1,1,1,0,2,8
4475,69098,0,0,82,1315,22,780,145,0,178,1,7,8,9,5
5740,25959,1,1,1,4,2,12,7,5,26,2,1,2,2,6
5731,27100,1,0,64,12,0,13,2,0,10,1,1,0,3,7
7290,70596,0,0,68,347,44,534,17,0,26,1,3,5,12,2
3846,42557,0,1,98,192,5,53,0,5,15,4,6,1,4,8
8104,53312,0,0,32,241,0,12,0,0,25,1,5,1,5,7
4507,72228,0,0,87,631,28,491,30,14,56,1,6,7,8,3
11013,67605,0,0,84,336,28,282,184,54,54,1,2,8,6,1
4491,62845,1,1,3,1099,0,45,0,0,34,11,3,4,10,8
3759,65196,0,2,34,743,19,181,12,0,200,2,7,6,11,5
1162,42000,0,0,23,124,83,267,85,59,35,2,5,2,11,5
2055,35860,1,1,37,15,0,8,4,2,20,2,1,1,2,5
10766,65526,0,1,22,397,19,69,12,0,9,1,4,4,8,2
4415,16860,1,1,19,10,4,4,3,3,14,3,1,1,3,7
3005,83528,0,0,7,530,117,678,134,44,147,1,4,10,8,1
2223,64176,0,1,52,1215,33,249,64,116,149,8,8,9,8,6
4817,22304,0,0,91,3,2,7,0,4,2,1,1,0,2,8
2875,67023,0,0,93,444,44,382,11,8,17,1,3,7,13,2
10536,32892,1,0,78,26,0,15,2,1,2,2,3,0,3,8
11112,70713,0,1,23,736,114,279,82,76,190,6,5,6,8,3
3807,59925,0,1,83,473,21,176,19,21,56,3,9,2,9,6
9197,39722,0,1,92,32,0,5,2,0,8,2,2,0,3,5
10832,46610,0,0,4,288,10,30,4,10,125,1,6,1,6,6
6421,88347,0,0,32,1050,178,555,77,138,118,1,4,7,9,1
4207,87171,0,0,27,1001,44,107,58,44,44,1,6,7,11,2
577,26907,1,1,10,9,1,7,0,3,2,2,1,0,3,7
10855,50014,1,0,9,234,14,77,19,10,42,2,4,1,8,5
3081,41014,1,0,65,7,2,6,2,0,3,1,1,0,2,7
3535,66294,0,0,68,251,108,334,65,92,117,1,4,3,5,2
247,36715,1,0,16,172,10,125,21,13,16,6,7,2,4,9
8707,79456,0,0,12,565,42,548,64,83,99,1,5,6,4,3
9523,40479,1,0,95,5,0,8,2,0,0,1,0,0,3,4
6072,75345,0,0,16,918,57,842,99,38,133,1,5,8,6,3
6295,54233,0,1,46,652,8,158,21,0,142,4,11,6,5,8
10914,24163,1,1,3,4,1,7,2,1,2,2,1,0,3,4
1509,84460,0,0,80,152,27,103,106,54,81,0,9,9,4,5
5577,43776,1,0,77,8,0,9,2,1,3,1,1,0,2,6
7348,71691,0,0,0,336,130,411,240,32,43,1,4,7,5,2
1127,85844,0,0,62,938,19,843,25,95,38,1,6,6,7,2
1833,39190,1,0,91,68,8,18,19,8,12,2,2,1,4,5
4944,71367,0,0,24,227,23,389,42,21,75,1,4,5,7,2
9080,38578,1,1,2,38,4,22,3,3,3,3,3,0,3,8
6466,57236,1,1,22,105,0,9,2,1,4,3,2,1,4,3
9964,61825,0,1,56,162,50,100,55,30,27,1,4,2,8,4
4790,79803,0,1,54,574,8,216,21,16,33,1,4,3,5,1
10245,80910,0,0,71,160,80,369,67,39,41,1,3,3,8,1
1109,27590,1,0,38,6,0,5,0,0,1,1,1,0,2,7
6001,56775,0,1,62,614,35,160,58,35,35,2,5,8,10,5
5538,83829,0,0,78,897,161,430,186,161,27,0,4,7,6,1
10552,54210,0,1,18,70,54,109,80,9,45,2,4,1,7,5
1545,38508,1,0,95,120,19,206,25,19,54,6,7,2,5,8
7409,53187,1,0,66,211,2,30,7,7,10,2,4,1,6,5
4444,30023,1,0,28,11,0,16,7,6,21,1,2,0,3,8
146,76045,0,0,78,760,53,400,17,93,0,1,4,5,11,2
6271,50870,0,1,13,53,0,8,0,0,2,1,2,0,3,5
10065,15315,0,0,27,7,4,13,15,8,17,2,2,0,4,5
4741,65463,1,0,17,391,32,70,21,32,16,2,6,2,9,5
246,66480,1,1,71,199,9,57,20,21,6,7,4,1,7,4
375,76773,0,0,79,516,56,449,86,33,16,1,2,2,11,1
1524,81698,0,0,1,709,45,115,30,160,45,1,8,2,5,5
10022,54466,1,1,78,12,0,4,0,0,0,1,1,0,2,5
7451,98777,0,0,23,1000,19,711,125,115,38,0,4,6,9,1
11010,16269,1,0,75,19,3,18,3,1,0,3,3,0,3,8
4356,71819,0,1,70,1224,28,140,0,14,168,3,3,3,5,6
3885,33569,1,0,10,16,2,18,3,0,24,1,1,1,2,8
1175,36262,0,0,24,88,39,54,64,28,153,1,3,5,3,6
880,22634,0,0,47,2,23,11,8,6,46,1,2,1,2,8
2320,47025,0,1,98,508,11,59,23,5,29,5,11,1,6,9
850,70566,0,1,4,381,28,215,84,28,21,2,6,5,9,3
4713,31605,1,0,15,74,0,42,2,1,6,2,2,1,4,7
675,52034,1,1,67,146,0,93,7,13,73,5,4,2,5,7
5025,48526,1,0,32,23,17,23,43,20,9,1,2,1,4,3
2308,46734,0,1,40,110,5,137,26,23,29,2,6,1,5,7
5995,39552,1,1,54,165,3,147,4,24,41,7,6,2,5,8
6749,86358,1,1,78,957,47,494,82,47,95,4,5,3,6,8
1010,46931,2,1,94,41,0,17,3,1,16,2,1,1,3,3
8977,16581,0,0,51,1,3,4,2,3,11,1,0,0,3,4
4756,63998,0,0,42,176,29,818,0,33,112,1,7,6,11,4
3412,67381,0,1,67,815,8,53,11,0,70,4,2,2,9,7
606,25930,1,1,87,6,1,2,2,0,4,1,1,0,2,7
5961,42693,1,0,29,8,4,20,6,3,16,1,1,0,3,5
2975,85606,0,1,89,717,42,864,219,30,84,2,6,7,9,3
2894,72903,0,0,74,1067,138,750,0,19,39,1,7,5,8,4
7613,49669,1,0,97,166,5,107,11,8,29,2,5,1,6,6
10542,36778,1,1,63,29,4,34,2,4,4,3,3,0,3,9
8015,85696,0,0,88,714,76,395,116,0,12,1,4,6,9,1
10617,10979,0,0,34,8,4,10,2,2,4,2,3,0,3,5
11166,49678,0,1,81,229,5,56,3,2,20,2,6,2,4,7
849,56129,0,1,65,320,48,133,39,72,48,4,6,2,10,4
523,37155,1,0,51,23,0,26,7,15,3,1,2,0,4,5
4066,21282,1,0,76,1,5,8,4,8,20,2,2,1,2,6
8414,33419,0,1,76,56,0,12,0,0,18,2,2,0,4,7
819,63285,0,0,84,508,124,249,50,38,134,1,6,5,13,3
4961,21255,1,0,56,29,0,25,2,2,3,4,2,1,4,4
749,42162,1,0,31,46,7,59,2,4,27,2,3,1,3,6
5430,54450,1,1,0,454,0,171,8,19,32,12,9,2,8,8
7755,57744,0,1,91,350,3,39,0,0,19,2,9,1,4,8
10525,26576,1,0,40,10,0,8,0,0,9,1,1,0,2,9
1453,57513,0,0,59,735,40,183,52,20,30,2,9,3,13,6
8310,68142,0,1,96,897,126,196,91,112,37,3,10,4,7,6
10710,7500,0,1,61,5,2,3,3,0,5,1,1,0,2,8
5031,83145,0,0,14,777,35,731,39,137,114,1,5,9,11,2
2613,54197,0,1,16,162,6,37,6,13,13,2,1,3,6,1
213,23091,1,1,98,35,0,11,0,0,2,4,2,1,3,7
967,46049,1,1,11,342,9,112,19,14,19,10,5,2,9,7
1077,56715,0,0,52,258,105,239,237,172,9,1,7,3,4,4
7959,79410,0,0,19,658,80,483,123,13,13,1,3,2,5,1
640,57304,0,1,61,356,80,329,138,17,106,2,7,6,10,5
4252,44375,0,1,73,213,5,28,7,7,41,1,4,1,6,5
8432,54450,1,1,0,454,0,171,8,19,32,12,9,2,8,8
6218,59594,0,1,74,457,4,29,0,0,9,1,8,1,7,7
6905,80685,0,0,55,241,45,604,34,26,54,1,6,4,10,2
5922,40344,0,1,48,210,0,6,0,0,2,2,4,1,5,7
3598,62710,0,1,53,441,35,83,7,29,11,4,4,2,12,4
6116,48985,0,1,13,19,13,18,10,7,8,1,1,1,3,3
6263,35322,1,2,34,28,9,37,12,7,13,3,2,0,4,8
10486,77142,0,0,54,476,75,162,29,151,97,1,4,4,8,2
2410,81657,0,0,69,364,40,425,158,60,50,1,3,4,8,1
193,14421,0,0,81,0,0,2,3,3,8,1,1,0,2,5
3363,20130,0,0,99,0,6,3,7,6,12,1,1,0,3,8
8278,74214,0,0,3,863,83,547,86,99,33,1,8,2,5,5
10660,66726,1,1,61,349,7,35,0,0,47,3,8,2,4,7
8686,23724,1,0,65,5,23,15,0,18,14,2,2,0,3,8
1604,47353,0,1,93,184,2,19,8,8,4,3,2,2,6,5
5907,33444,1,1,24,8,0,8,0,0,2,1,1,0,2,8
10669,54386,0,1,8,277,21,64,62,21,25,2,3,2,10,3
2918,28510,1,1,72,44,5,19,0,4,19,3,2,0,4,5
5735,90638,0,0,29,1156,120,915,94,144,96,1,3,4,10,1
359,48070,0,1,33,373,14,83,6,9,19,3,8,2,6,7
8387,43140,0,1,68,134,8,76,6,0,11,1,4,1,5,6
1829,54959,0,1,55,1148,0,60,0,0,24,3,9,5,4,7
3839,15056,1,1,76,6,12,3,21,6,40,5,2,2,3,5
9392,26954,1,0,17,4,1,11,0,0,1,1,1,0,2,7
2292,22327,1,0,94,5,4,8,2,0,5,1,1,0,3,5
10466,44393,1,1,86,24,2,20,2,2,10,2,1,0,4,4
9855,62000,0,1,25,899,0,101,0,0,20,1,6,6,13,4
4088,31497,0,1,22,108,1,28,13,1,4,2,3,1,4,8
5231,45894,0,2,15,27,2,7,0,2,13,1,1,0,3,5
590,78579,0,0,35,816,66,549,216,66,99,1,5,6,4,3
8732,67369,0,1,81,1298,0,70,37,14,42,4,7,4,10,4
2315,58401,0,1,55,10,0,11,17,29,29,1,1,2,2,4
3515,62307,0,1,94,87,13,34,10,6,10,1,4,0,4,5
2245,43641,1,1,50,57,2,51,4,2,23,3,2,1,4,6
6283,63841,0,1,64,635,15,100,20,7,131,1,9,3,9,6
2246,46891,0,1,91,43,12,23,29,15,61,1,2,1,4,4
6606,70091,1,0,11,964,34,137,15,0,11,2,5,2,10,8
5545,78075,0,0,72,572,8,259,34,35,80,1,3,5,5,1
7342,59184,0,1,6,341,142,113,259,151,66,3,6,6,12,5
837,54809,1,1,0,63,6,57,13,13,22,4,2,1,5,4
9500,58113,0,1,66,221,104,169,102,78,84,3,9,2,8,7
3602,51412,0,1,42,140,3,29,4,5,14,2,3,2,4,4
234,15287,1,0,60,1,2,8,4,3,13,2,1,1,2,7
2995,66636,0,0,64,291,10,689,84,10,0,1,3,4,9,1
1118,50965,0,1,87,544,13,85,8,6,29,3,10,4,5,8
7789,84618,0,0,96,684,100,801,21,66,0,1,6,9,10,2
3068,18351,0,0,1,1,12,9,0,14,7,1,2,0,3,7
8955,40451,0,2,54,35,0,4,0,0,10,1,1,1,2,5
945,36317,0,1,53,87,3,25,3,2,13,2,3,0,4,7
5644,42213,0,1,96,309,3,24,4,3,20,2,5,1,7,7
7192,65748,0,1,58,172,73,93,95,78,34,2,2,4,10,1
2324,77044,0,1,12,625,38,242,50,34,76,2,7,11,11,4
697,74918,0,0,78,972,59,913,25,19,59,1,5,9,6,3
3439,56721,1,1,64,157,6,39,6,13,75,5,4,1,5,6
1506,42160,1,1,26,48,9,45,3,15,20,4,2,1,4,6
232,61559,0,1,8,279,83,88,32,14,34,1,4,2,10,3
8876,33629,1,1,49,132,0,16,0,0,4,5,3,1,4,9
4500,68682,0,0,56,919,0,505,99,30,45,1,4,9,10,2
9739,34377,0,1,55,62,0,22,3,1,26,2,2,2,2,7
10395,8940,1,0,25,1,45,3,4,6,42,3,3,1,3,8
1176,26228,1,0,50,2,6,4,3,1,9,1,1,0,2,8
